[2023-11-28T13:24:14.733+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-28T13:24:14.754+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): transform_data> on 2023-11-27 00:00:00+00:00
[2023-11-28T13:24:14.761+0000] {standard_task_runner.py:57} INFO - Started process 6762 to run task
[2023-11-28T13:24:14.764+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'ETL_Pipeline', 'transform_data', 'scheduled__2023-11-27T00:00:00+00:00', '--job-id', '523', '--raw', '--subdir', 'DAGS_FOLDER/ETL_Pipeline.py', '--cfg-path', '/tmp/tmps2vtm4o8']
[2023-11-28T13:24:14.766+0000] {standard_task_runner.py:85} INFO - Job 523: Subtask transform_data
[2023-11-28T13:24:14.805+0000] {task_command.py:416} INFO - Running <TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [running]> on host 4012deabc79b
[2023-11-28T13:24:14.877+0000] {taskinstance.py:1662} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='ETL_Pipeline' AIRFLOW_CTX_TASK_ID='transform_data' AIRFLOW_CTX_EXECUTION_DATE='2023-11-27T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2023-11-27T00:00:00+00:00'
[2023-11-28T13:24:14.884+0000] {logging_mixin.py:154} WARNING -  Scraping Progress:   0%|          | 0/669 [00:00<?, ?it/s]
[2023-11-28T13:55:12.275+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='nagorik.prothomalo.com', port=443): Max retries exceeded with url: /ayojon/0vi4egog4r (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://nagorik.prothomalo.com/ayojon/0vi4egog4r
[2023-11-28T13:55:12.277+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/j9uc0e5ag0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/j9uc0e5ag0
[2023-11-28T13:55:12.278+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/r5xoyk7wp5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/r5xoyk7wp5
[2023-11-28T13:55:12.279+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/d7ggmqs6ge (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/d7ggmqs6ge
[2023-11-28T13:55:12.280+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.bigganchinta.com', port=443): Max retries exceeded with url: /events/tv3e5dofbz (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.bigganchinta.com/events/tv3e5dofbz
[2023-11-28T13:55:12.281+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /world/xbq8unyzbb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/world/xbq8unyzbb
[2023-11-28T13:55:12.283+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='trust.prothomalo.com', port=443): Max retries exceeded with url: /activities/odommo-medhabi-tohbil/czmdg0w7kp (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://trust.prothomalo.com/activities/odommo-medhabi-tohbil/czmdg0w7kp
[2023-11-28T13:55:12.284+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /politics/3ox6h0t8kc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/politics/3ox6h0t8kc
[2023-11-28T13:55:12.286+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /lifestyle/health/io5ywplrpi (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/lifestyle/health/io5ywplrpi
[2023-11-28T13:55:12.287+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/2kcx3bl3yv (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/2kcx3bl3yv
[2023-11-28T13:55:12.289+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/2y1iekouhq (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/2y1iekouhq
[2023-11-28T13:55:12.290+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/d3xfgfzkx1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/d3xfgfzkx1
[2023-11-28T13:55:12.291+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.bondhushava.com', port=443): Max retries exceeded with url: /activities/tlknf5mz74 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.bondhushava.com/activities/tlknf5mz74
[2023-11-28T13:55:12.293+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /photo/glimpse/p3up628drh (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/photo/glimpse/p3up628drh
[2023-11-28T13:55:12.294+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /religion/islam/v6yje5opgs (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/religion/islam/v6yje5opgs
[2023-11-28T13:55:12.296+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /entertainment/dhallywood/uexbotflhz (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/entertainment/dhallywood/uexbotflhz
[2023-11-28T13:55:12.296+0000] {logging_mixin.py:154} WARNING - Scraping Progress:  21%|##        | 138/669 [30:57<1:07:57,  7.68s/it]
[2023-11-28T13:55:12.297+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/kz3lv7ewwh (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/kz3lv7ewwh
[2023-11-28T13:55:12.299+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /business/world-business/7uksu0aq4a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/business/world-business/7uksu0aq4a
[2023-11-28T13:55:12.300+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /video/w90r26e7cl (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/video/w90r26e7cl
[2023-11-28T13:55:12.301+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kishoralo.com', port=443): Max retries exceeded with url: /feature/8ifc8bk1w9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kishoralo.com/feature/8ifc8bk1w9
[2023-11-28T13:55:12.302+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /world/pakistan/ab2qe49x0m (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/world/pakistan/ab2qe49x0m
[2023-11-28T13:55:12.304+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /video/bangladesh/r4xfpb3l1l (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/video/bangladesh/r4xfpb3l1l
[2023-11-28T13:55:12.305+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /business/economics/82866tt3ew (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/business/economics/82866tt3ew
[2023-11-28T13:55:12.306+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/cricket/kqnhjnb0wk (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/cricket/kqnhjnb0wk
[2023-11-28T13:55:12.307+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.haal.fashion', port=443): Max retries exceeded with url: /fashion/trend/f01dnicyea (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.haal.fashion/fashion/trend/f01dnicyea
[2023-11-28T13:55:12.309+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /entertainment/bollywood/e9wxk70n0n (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/entertainment/bollywood/e9wxk70n0n
[2023-11-28T13:55:12.310+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/cricket/56700bxo27 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/cricket/56700bxo27
[2023-11-28T13:55:12.311+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/4eomyaggac (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/4eomyaggac
[2023-11-28T13:55:12.312+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /lifestyle/relation/jdg4a5qr2a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/lifestyle/relation/jdg4a5qr2a
[2023-11-28T13:55:12.314+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/8idsuoe8xp (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/8idsuoe8xp
[2023-11-28T13:55:12.315+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /fun/9gk4luabc2 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/fun/9gk4luabc2
[2023-11-28T13:55:12.316+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /fun/tnukow2j94 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/fun/tnukow2j94
[2023-11-28T13:55:12.317+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /fun/wtg7ue2q3s (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/fun/wtg7ue2q3s
[2023-11-28T13:55:12.319+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /politics/5d490iwku9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/politics/5d490iwku9
[2023-11-28T13:55:12.320+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/e1fx9z72pd (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/e1fx9z72pd
[2023-11-28T13:55:12.321+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/hsw257eln5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/hsw257eln5
[2023-11-28T13:55:12.323+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/fpm4y7ux0t (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/fpm4y7ux0t
[2023-11-28T13:55:12.324+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/b4e944cw7j (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/b4e944cw7j
[2023-11-28T13:55:12.325+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /business/industry/j8kk2vlxen (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/business/industry/j8kk2vlxen
[2023-11-28T13:55:12.327+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/capital/gbzlmjmq03 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/capital/gbzlmjmq03
[2023-11-28T13:55:12.328+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /politics/zbibv9aqqw (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/politics/zbibv9aqqw
[2023-11-28T13:55:12.330+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /world/pakistan/gy8ccehx2h (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e910>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/world/pakistan/gy8ccehx2h
[2023-11-28T13:55:12.331+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/capital/5uj5bw5707 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/capital/5uj5bw5707
[2023-11-28T13:55:12.332+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /chakri/employment/02wh1m2b0u (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/chakri/employment/02wh1m2b0u
[2023-11-28T13:55:12.334+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/cricket/es2ldsc7iz (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/cricket/es2ldsc7iz
[2023-11-28T13:55:12.335+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /education/examination/oy7j6ijlek (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/education/examination/oy7j6ijlek
[2023-11-28T13:55:12.336+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/og20px27ml (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/og20px27ml
[2023-11-28T13:55:12.338+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/98c7dxuiuh (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/98c7dxuiuh
[2023-11-28T13:55:12.339+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.bondhushava.com', port=443): Max retries exceeded with url: /writings/w1v1mwe779 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.bondhushava.com/writings/w1v1mwe779
[2023-11-28T13:55:12.340+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/football/ypx2sl9nle (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/football/ypx2sl9nle
[2023-11-28T13:55:12.341+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/e64xm8kx94 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/e64xm8kx94
[2023-11-28T13:55:12.343+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /lifestyle/health/va8tbboayf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/lifestyle/health/va8tbboayf
[2023-11-28T13:55:12.344+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/capital/16ixzfjq9p (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/capital/16ixzfjq9p
[2023-11-28T13:55:12.345+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /technology/advice/jpoo69354z (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/technology/advice/jpoo69354z
[2023-11-28T13:55:12.347+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /education/higher-education/m4738ckuki (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/education/higher-education/m4738ckuki
[2023-11-28T13:55:12.348+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='nagorik.prothomalo.com', port=443): Max retries exceeded with url: /ayojon/dd3xajlub9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://nagorik.prothomalo.com/ayojon/dd3xajlub9
[2023-11-28T13:55:12.349+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/football/k09lyf7911 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/football/k09lyf7911
[2023-11-28T13:55:12.350+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/lbxup9gd8a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/lbxup9gd8a
[2023-11-28T13:55:12.352+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /entertainment/ott/g2qs6j887s (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/entertainment/ott/g2qs6j887s
[2023-11-28T13:55:12.353+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /politics/zmwufm7j7w (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/politics/zmwufm7j7w
